Condition_mM,Track,Modality,DynamicRangePct,OnsetTime_s
650,0003_3,Volume,22.286459755815628,135.57142857142856
650,0003_4,Volume,25.845179258862345,196.42857142857144
650,0003_5,Volume,38.04686780166911,184.1428571428572
650,0003_6,Volume,35.761360134353396,150.2142857142857
650,0003_8,Volume,33.36246660617701,167.64285714285714
650,0004_1,Volume,17.87683823050864,67.0
650,0004_2,Volume,6.525548024006028,27.142857142857142
650,0004_3,Volume,13.05752252907638,173.7142857142857
650,0004_5,Volume,15.093496196787626,144.5
650,0004_6,Volume,14.433814703413077,124.28571428571428
650,0004_7,Volume,17.92442895080964,162.57142857142856
650,0004_8,Volume,20.763047182692162,146.85714285714286
650,0005_1,Volume,14.337641505703829,136.42857142857142
650,0005_3,Volume,19.187081006520685,134.57142857142856
650,0005_4,Volume,17.579584049085952,157.28571428571428
650,0005_5,Volume,10.472418378370747,163.7142857142857
650,0005_6,Volume,10.297470728714217,156.57142857142856
650,0006_1,Volume,17.888368038659024,147.78571428571428
650,0006_2,Volume,25.53443133461198,106.5
650,0006_3,Volume,17.227426786276,145.07142857142856
650,0006_4,Volume,13.739060883796952,148.42857142857142
650,0006_5,Volume,23.210879858163864,52.785714285714285
650,0006_6,Volume,34.84535278570219,56.0
650,0006_8,Volume,36.23453153358493,177.5
650,0007_1,Volume,37.39769436675837,202.7142857142857
650,0007_2,Volume,27.15778885119063,31.71428571428571
650,0007_3,Volume,35.16193624517308,47.92857142857142
650,0007_4,Volume,41.24083035272324,79.57142857142857
650,0007_5,Volume,40.80206544338867,158.92857142857142
650,0007_6,Volume,32.69774086981971,89.78571428571428
650,0007_7,Volume,33.97162094527704,116.0
650,0007_8,Volume,23.732701522849368,169.28571428571428
650,0007_9,Volume,27.41727922861972,146.0
750,0001_1,Volume,15.78074673583977,121.85714285714285
750,0001_3,Volume,7.179302212946752,21.642857142857142
750,0001_5,Volume,6.187907099226152,28.07142857142857
750,0001_6,Volume,16.738584954353826,119.0
750,0002_1,Volume,22.193780428317012,94.85714285714285
