Frame,Time,0001_1,0001_2,0001_3,0001_4,0001_5,0002_1,0002_2,0002_3,0003_1,0003_2,0003_3,0003_4,0003_5,0004_1,0004_2,0004_3,0004_4,0004_5
144,10.214285714285714,,,2136917.7140275864,,,2173545.7209596103,,,2072593.6752746487,1914496.2224662548,,1984504.8699298252,,1922197.4935732735,,1866898.2746483798,2097407.146412199,
145,10.285714285714285,,,,,,2217449.245427272,,,,1834154.631994052,1873741.0820642605,1871483.025696035,,1999983.0649992228,,,2034375.6859404147,
146,10.357142857142856,,,,,,2353769.7922194577,,,,1891789.576004055,2005388.7295813966,1910608.9189360396,,2008468.8816373455,,,2161872.1800082778,
147,10.428571428571429,,,2118689.2306613387,,,2095574.8958811064,1854317.4970160942,1554896.3195800697,2062971.2624264958,1849245.9155864152,1865786.3925727224,,,2044838.0178182998,,,,
148,10.5,1729236.272748616,,2175627.508927433,,,2429811.088814012,1865575.2181157703,,,1901787.5047923978,1887973.8309807878,,,2177142.207950471,,1840949.012602877,,
149,10.571428571428571,,,,,,2304270.914106554,,,1975377.2692952368,1785643.8281800372,1914661.8171371291,,,2021298.0826268499,,1841272.6258274687,,
150,10.642857142857142,,,1946520.0322048876,2180921.0003665565,,2352311.733108797,,,,1969859.0699683323,2074432.2035021093,1848453.287218774,,,,,2114011.4932606677,
151,10.714285714285714,,,1838127.9304199305,2148067.360146591,,2279289.299262672,1960834.011704666,,2043672.8257831784,1998404.5395844465,2017972.7495858083,1737446.1560168134,,1948941.6622668984,,1816120.5959601842,,
152,10.785714285714285,,,2126964.21872277,,,2208206.602377505,,,1962699.6728888422,1735165.9347411338,1962269.3475357422,1842702.1684168961,,1903912.088712825,,,2160162.117805197,
153,10.857142857142856,,,1938739.9768892925,2029867.6079046105,,2270296.406100087,,,,1923694.615358184,2240482.7212762777,1666590.9062851043,,1962436.0149727014,,,2050537.3855220592,
154,10.928571428571429,,,2033278.8667426123,,,2233396.997576936,1795478.3605777172,,2100041.8279090226,1672561.8100604988,2139596.4920071363,1970639.0029573848,,1896557.787521972,,,,
155,11.0,,,2180398.7235380113,,,2282614.3343056752,,,1821406.977546102,1876337.8539189347,2031725.2552174272,1872207.9677669338,,2004091.5431146706,,,2179477.59307959,
156,11.071428571428571,,,2168087.4337195787,,,2409767.547497028,1880987.4966136322,1812563.585096631,2117362.263594831,1861121.4580717045,1896522.3428309523,1674435.5847389637,,1990414.108624698,,,2078422.7394703478,
157,11.142857142857142,,,,,,2434051.7988356263,,1953990.6295001372,,1723716.285111919,2109136.421716507,1900214.1595314317,,1947520.2513495155,,1866132.1914915594,,
158,11.214285714285714,,,2079931.659611169,,,2390536.478304131,1943534.0813227303,,,1867366.3543513797,1994060.4432329177,1821148.00804329,,1973725.7291917133,,,2136481.791142174,
159,11.285714285714285,1878349.8688023281,,2069442.9216803266,,,2115111.820208386,1842732.08996136,,2068384.415637368,1706151.6962064982,1814569.7200803338,1875249.7751863531,,1643855.2668668083,,1820937.350990519,,
160,11.357142857142856,,,2387293.8430515877,,,2205834.406815468,1938347.2504264826,1852544.7155737744,,1923061.6679079263,1901392.8879380876,1862887.3226776863,,,,,2133219.526904902,
161,11.428571428571429,,,,,,2307124.129653782,,1848523.8504584832,,1752197.4364827098,1824022.0359495997,1840495.6816554226,1912468.0533470048,1726625.9797038059,,,2162093.752397802,
162,11.5,,,2077680.3724720755,,,2135047.608037871,,,1807984.8487328256,1928985.118266426,1946366.5146293428,2016448.1900090945,,1990677.9787949743,,,2121960.9888061453,
163,11.571428571428571,,,1934479.5180639385,,,2175464.477238303,1844378.6135497312,,,1974232.313391788,2177432.7261105566,1904901.5010662233,,1930015.6093288003,,,,
164,11.642857142857142,,,1943314.4518174164,,,2337618.4056007266,,,,1799978.4999229913,2161319.914458047,1983081.3645399385,,1872383.2966815436,,1856661.715934965,,
165,11.714285714285714,,,2173811.6356878094,,,2233982.0188804474,,1951147.970757473,,1845797.9812533967,2045183.9813785315,1967258.619035218,,1964733.2509882597,,1839712.49094505,,
166,11.785714285714285,,,,,,2224232.1893604174,1820736.8942924272,1903490.303945705,2047533.769004112,1852963.5835014323,2041415.363962142,1928550.033309271,,1906993.7345958718,,1778772.7348943537,,
167,11.857142857142856,,,2233114.277264068,,,2282447.300073495,1899425.1633930441,,2058527.8475998251,1823205.4374632915,2034537.6896006,2017009.454728481,,1833604.3806501739,,1665369.702914549,,
168,11.928571428571429,,,2110695.8103854726,,,2043498.9953266734,,,2086988.9730907825,1678134.2951016005,1923618.3456070006,1926223.9410921896,,,,1846738.8628380382,,
169,12.0,,,,,,2221145.5410582977,,,,1948233.989727104,2133845.2596038594,2076990.7938711718,,2099089.1772541525,,,,
170,12.071428571428571,,,2073155.1809275297,,,2300683.448528994,,,2055089.8774540713,1656837.9277580269,2065317.1623518798,1926356.8318329968,,1904968.5159462735,,1890842.4201441638,,
171,12.142857142857142,,,2239743.171230534,,,2425248.4753893903,,,2019133.49362991,1776521.0153763264,1966223.6809187192,1843530.073223958,,1946935.2521173225,,1733884.7295549111,,
172,12.214285714285714,,,2211078.268655364,,,2210131.1718402863,1812618.9561536775,1930996.7427462258,,1966224.70769374,2105048.2905807607,1912011.0654296824,,2075045.6964472346,,1736019.4111687772,,
173,12.285714285714285,1812004.393911102,,2060638.1168554705,,,2123030.4897262277,,,1903009.8017424943,1894805.6467325683,1976909.3808414151,1888336.4387153857,,1810053.548742128,,1894177.502171368,,
174,12.357142857142856,1710758.4536856408,,2225740.7707614587,,,,,,1991638.3861877986,1954396.2218124107,2161366.832675927,2077239.8106738294,,1865705.202247286,,1895647.1992563116,2166104.328684208,
175,12.428571428571429,1691985.7200607834,,,,,2164763.4223555312,,,,2104040.817673954,2137841.3407529914,1942421.6500082354,,1791562.9664298345,,,,
176,12.5,,,,,,2024397.0537679454,,,2086036.0953247128,1776650.5906353127,1977555.138888439,1948655.122402639,,1822517.270433205,,,,
177,12.571428571428571,,,,,,2266912.6320476024,,1893570.967322513,2111422.7867990932,1924787.0012822286,,1936656.8386401897,,1785987.5377088943,,1843091.961350693,2196966.344309688,
178,12.642857142857142,,,2124774.04429604,,,2349237.537074369,,,2067008.4821161728,1670892.9766650891,1921822.4684801823,1917713.9967658224,,2051386.157057798,,,,
179,12.714285714285714,1909895.184187896,,2008998.1739391019,,,,1727672.6829670626,,,1837715.640862245,1955999.4629397783,1898562.7557031966,,1816617.1104536224,,,2166520.2392286593,
180,12.785714285714285,1892172.3422125506,,2176630.045385453,,,2176506.0160126253,,,,1887073.4184182973,2152124.956376067,1938890.0769939488,,1753675.2843319883,,,,
181,12.857142857142856,,,2276298.4014603673,,,2236952.6760240747,1871085.4725899606,,,1905031.2508637432,2117085.8504717103,1917377.8009188576,,1693001.3868689928,,,,
182,12.928571428571429,,,2161151.8668138725,,,,,,,1883908.3091101928,1873654.6654797448,1782603.4511605152,,1735308.5598085632,,,,
183,13.0,,,2101660.3352003866,,,,,1925155.488935405,,1882232.5266767894,1990689.8797012668,1906985.145541502,,1986875.4749758604,,,,
184,13.071428571428571,,,1887017.9090708205,,,2226627.2421448412,,,,1810706.7208493906,1975017.9124758737,1886075.4570550988,,1954951.8655201928,,1903045.922940605,,
185,13.142857142857142,1863876.0638356905,,2339972.9299762435,,,2093130.4031869853,,,1977904.0137029316,1669734.3336406832,1909647.0242490817,1901255.9381850155,,1783367.7007222602,,,,
186,13.214285714285714,,,1906570.4274628274,,,2172928.460898397,1845857.7791851643,,,1810036.3543428062,1956933.5587033953,1713213.4035358278,,2030291.384963306,,,,
187,13.285714285714285,1896585.0150053184,,2147458.4209913695,,,2365011.395313101,1789407.2664143036,,2066330.566574603,1940728.234346418,2004408.8481106705,1845687.2534995007,,1883224.8586038898,,,,
188,13.357142857142856,1677685.9959668869,,2042285.4024680587,,,2359597.0512425317,1925874.285196845,,2128445.234719315,1922181.1488690479,1863788.2968543326,1886020.6722799665,,1741088.9316397475,,,,
189,13.428571428571429,1735811.6585101897,,,,,2411049.097040875,1811491.1816942587,1741878.2701003517,2010385.2394026697,1791975.760670709,1926360.474711978,1991749.7336702575,,1684876.5755253865,,,2154442.5308704046,
190,13.5,1890113.5398036148,,2161483.7841691477,2116066.0633348324,,,,1959686.600823246,2138039.8266732167,1937020.3953022596,1905845.3921780738,2175151.851890949,,1869758.6745520253,,,,
191,13.571428571428571,,,1943066.785010625,2184940.8489100793,,,,,,1839382.6825807719,1934948.6921882725,2175151.851890949,,,,,,
192,13.642857142857142,1883830.1371876982,,2030195.3765427594,,,2212862.6942724073,,,2050132.2712036832,1811471.5968353604,2087065.4227478518,,,1789111.5400963174,,,,
193,13.714285714285714,,,,2135854.60675148,,2272510.3080907776,1827087.476970793,,2048540.1031355711,1785327.6545703884,2146855.437217488,,,1972661.6847764256,,,2156852.3108024267,
194,13.785714285714285,,,2162672.3495104727,,,2183704.437837315,,1877831.8859801162,,1762985.3249137097,2123559.4602192966,,,1864319.065435767,,,,
195,13.857142857142856,1893454.4076558733,,2249007.0572942668,2219947.9149653614,,2200591.0008616964,1891519.0760630958,1778169.3046457581,2099338.871491389,,2039365.3867259745,,,1934478.6790821182,,,2167019.9193512956,
196,13.928571428571429,,,2305000.352328843,,,2271053.582494682,1732452.2542977247,,,1777405.1486059902,2000359.8456398305,,,1864622.4201764911,,,,
197,14.0,,,2080523.3648930637,2219947.9149653614,,2087116.1334682594,1904383.6125015125,1848567.968507628,2042996.1582068969,1874105.5230565497,1968219.0939285723,,,1701811.412782353,,,,
198,14.071428571428571,,,2078304.151149777,,,2472022.121586672,1842297.3189583297,1786917.165409238,,1706214.4453238833,2168869.381168728,,,1664640.8460979147,,,2202832.1460062256,
199,14.142857142857142,,,2130917.429708733,2219947.9149653614,,,,,2035304.2203518427,1731367.5879147507,2283061.8704531603,,,1751457.1091700431,,,,
200,14.214285714285714,,,2086218.5094036444,,,,1769868.2957419467,,,1801626.1672981032,2041943.039055868,,,1914874.7245760914,,,,
201,14.285714285714285,,,2111582.9074712642,,,,1744043.200264293,1886548.1040996534,2138987.3727078517,1739949.8863272495,2062758.9318723702,,,1864510.5907497574,,,,
202,14.357142857142856,,,2159715.7229732648,,,2220681.1687252303,,,2103437.5909350174,1631495.6157033474,1994182.3437752328,,,1869599.8731235946,,,2154125.1070898296,
203,14.428571428571429,,,2109652.847814833,,,2217738.209605417,,,1976604.129664693,1781533.2614033066,1862400.9002882238,,,1708137.1217151203,,,,
204,14.5,1777002.6706279747,,2146422.5250781765,,,2364581.3144918187,1841109.558221169,,2099348.145964737,1926390.9657552042,1869759.7740380066,,,1957919.8328615285,,,,
205,14.571428571428571,,,2012404.6872008815,,,2430924.121222038,1954093.435884838,,2038637.393515836,1899405.9520804512,1891578.9049720739,,,1900581.567503102,,,,
206,14.642857142857142,,,1989735.5059653122,2233981.0367192123,,2317960.0920799426,1884330.1243540244,1965791.850304075,,1847665.2018964726,1795552.3773704425,,,1719276.4538999645,,,,
207,14.714285714285714,,,1966452.0707043516,,,,1736503.7412932508,,2058394.848142196,1895904.6074714484,,,,1798041.0072678758,,,,
208,14.785714285714285,1839207.2650544369,,2163261.0647077854,,,,1873874.3108862939,,2122009.744495479,,1858511.4033145881,,,1880012.5238380288,,,,
209,14.857142857142856,,,2288501.030009815,,,2406839.482826526,1902743.462711944,1877626.4710832378,,1883960.3304597484,1995801.5888011423,,,1824270.5607964643,,,,
210,14.928571428571429,,,2227632.5483057797,,,2271147.9860401773,1889254.145577868,1631225.7173164708,,1706630.262950059,2074979.9294252177,,,1762183.7149589278,,,,
211,15.0,,,2027516.2653583847,,,2384397.119846685,,1767687.4797196484,2003947.162523678,1829869.720253973,2000563.4218295272,,,1919342.4255364721,,,,
212,15.071428571428571,1798357.948956669,,2005449.5129568796,2093247.9154115266,,2236878.044173631,1788981.481502352,,,1830750.5924966347,1922157.1673558205,,,1874098.8718740372,,,,
213,15.142857142857142,,,2135710.2571248063,2067863.8276368873,,2127762.4034426794,,,,1802443.0489772134,,,,1895664.911993677,,,,
214,15.214285714285714,,,2201970.667418149,2067480.7664329994,,2274170.9024186465,,,1988441.4491923086,1853441.6930492644,2333880.8296727478,,,1913683.0527083718,,,,
215,15.285714285714285,,,2070304.122325437,2229617.818104467,,,1805423.2209349652,,2050860.393772319,1757397.3249621547,2260734.7128615836,,,1802126.0960400961,,,2051940.6493434806,
216,15.357142857142856,,,2203791.2601765646,2201332.13660116,,2161157.207747764,1911001.122928575,,1968188.776457954,1817805.9592065427,2213784.1487177596,1774980.954932498,,2070431.5186624294,,,2214146.1269694422,
217,15.428571428571429,,,2120527.3601751546,,,2324330.2725252165,1850527.0646952083,,2143019.9949247474,1793423.9627078094,1984640.976697812,1900279.1361897998,,1969088.9326588323,,,,
218,15.5,,,2171397.3066982063,,,2401240.186929271,1968116.0871926274,,,1845231.4272119843,1995793.600829279,1817579.0696900976,,1902334.2570850938,,,2203890.5754192914,
219,15.571428571428571,,,2085758.8182812792,,,2411566.198882762,,,2015140.726234059,1802641.4288143816,2138005.610252233,1644292.6402215061,,1708116.18002744,,,2008485.3403374169,
220,15.642857142857142,,,2014294.4438619523,,,2358669.8181422786,,,2100509.1915691607,1767505.9648987697,1905625.8429463115,1690880.5963478957,,1775957.812118817,,,2096425.3700749748,
221,15.714285714285714,,,2071220.232011426,,,,,1918402.6434557014,1808916.6779232696,1977264.808481811,2099468.8298818166,1602340.0097311074,,1773423.436481199,,,2138141.43462762,
222,15.785714285714285,,,2082049.0223905307,,,,1959340.2533676594,,1718178.2521213398,1824380.005517863,1971444.1065444218,1819419.2435315042,,1980004.315551926,,,2211057.713360841,
223,15.857142857142856,,,2165492.146691394,,,2232358.6502569895,1671811.0229699851,,2043999.4948979407,1829864.7250106148,1937433.807814991,1708016.238293374,,1930048.3385498538,,,2173480.884635191,
224,15.928571428571429,,,2222989.5264103296,,,2168182.3242764957,,1960172.3429916417,1921270.516760521,1786960.6240547718,2100069.0983927553,1718424.820132437,,1907273.450286476,,1804111.509271434,2035773.8053274225,
225,16.0,1894397.283404182,,2273420.4637976936,,,2000507.7883410077,,1815876.3050503435,2080857.5635199137,1816983.3863302122,2159173.207494598,1891441.5680474963,,1789875.1826642777,,1794315.1768064855,,
226,16.07142857142857,,,1927645.8045218366,,,2027341.6749900188,1897733.5704875176,1731380.7539247298,1907879.7687844834,1918304.8408107145,2128126.9721574755,1863050.6906890788,,1731711.4577987543,,1862216.3668335457,2136955.8833599053,
227,16.142857142857142,,,,,,2436921.6179137076,1932771.17295776,,2148639.9578805747,1678755.9030106198,,1844143.8161896744,,1705126.9639271745,,,,
228,16.21428571428571,,,2016564.473682434,2211252.7700225497,,2322622.0461542946,1839535.049750895,1681668.8008507425,2144317.5710279965,1910004.669875282,1980062.934207516,1888672.5133707158,,1698076.4484204384,,,2134342.2728973455,
229,16.285714285714285,,,2234053.337411509,,,,1822944.1468626207,,,1877375.4399628462,1882705.9475657782,1675893.1735922282,,,,,2025999.294275118,
230,16.357142857142858,,,2171592.001479481,,,2436886.7592610065,,,,1779258.1913318273,,1904431.3237625558,,1836832.7631186936,,,2091386.977876407,
231,16.428571428571427,,,2002382.6764951174,,,2456195.8041415643,1892018.7007637133,,2073497.2601835313,1837831.1356698573,1936351.3702792802,1684952.2397583511,,1745653.7511344254,,1903286.53408395,,
232,16.5,,,2067049.2560351363,,,2340074.026839071,1892322.2252993556,1916582.680308229,2096222.842396513,1796847.9850685862,1872659.379168387,1914337.299097562,,1668501.057782828,,,,
233,16.57142857142857,,,1906674.2547576006,,,,1772861.1560340188,1964475.1662753604,,1873360.3356982297,2134694.6201250185,1952344.8346767246,,1809988.4076794507,,1833555.908002408,2217262.033656681,
234,16.642857142857142,1893330.6914534671,,,,,2218777.163116622,1944807.0937229795,1889404.1621019284,,1965730.4132182312,2029555.5122080639,1778861.3341306807,,1917818.6508017418,,,,
235,16.71428571428571,,,1986220.5174509492,,,2269755.0092699346,1867048.3524764937,,,1810993.798724197,2140107.182759865,1715934.0024382102,,1939388.4787164473,,,1887842.9418353918,
236,16.785714285714285,,,2159804.1355288182,,,2301177.0903539937,,,,1901757.6115151537,1811132.8550429915,1866238.641200956,,1900738.733734512,,,2071160.924514089,
237,16.857142857142858,,,2110459.097409147,2224420.5181029667,,,,,,1900744.5362242206,1813362.4815713372,1821017.2028078989,,2002948.6345728023,,1853559.9439816645,2023426.1528553774,
238,16.928571428571427,,,2026701.0545825101,2083786.1842571574,,,,,,1741040.8750739575,1918467.4680015082,1948576.1263642886,,1858562.276793131,,1893890.7351052975,2030922.5456711797,
239,17.0,1861175.4963994357,,1975063.3528746278,,,,1818220.7280073324,,,1837630.1986750062,1995748.082178558,1770462.263426901,,1952093.2935229517,,,2097850.537156157,
240,17.07142857142857,,,2147694.109314672,2196984.1061403365,,,1787733.7035169387,1901535.3143984862,,1735212.92025048,1872372.6993848598,1692962.5154582686,,1933008.3862785625,,1840331.4412532419,2161962.8912017895,
241,17.142857142857142,,,2076255.9631063184,2134650.0833634576,,2017099.0705992791,,1877493.7460951908,,1805962.2539084158,2129265.2792377383,1646297.3257429341,,1761536.1198819499,,,,
242,17.21428571428571,1750073.2166115674,,2032897.1897604319,2209984.7293700953,,2216295.9970891173,,1780103.7324106374,,1851684.6211258303,2030747.3873758372,1767973.839867064,,1775229.4383433282,,,1996602.5434407613,
243,17.285714285714285,,,1978272.0399493172,,,2181552.8735159934,,,,1753316.537484698,,1851883.377256182,,1793403.2093995155,,1858030.6429919892,,
244,17.357142857142858,,,2192600.456844112,,,2372960.1331265904,,,,1633414.169340437,1992477.5200872954,1849543.839530933,,1791900.150030188,,,,
245,17.428571428571427,1744425.746011978,,1964598.281860984,2241794.0247373506,,2083677.297623892,,1954815.5076008032,,1744317.1014530202,1977712.3529232722,1886939.0255951236,,1760576.4158253088,,,2191705.7553607537,
246,17.5,,,2158776.21690568,,,2328298.077139431,,1949836.3708685013,2050184.0031456186,1992434.0680227329,1849905.5415231518,1485929.9782890768,,1893536.8707351729,,,,
247,17.57142857142857,,,,,,2326174.782888045,,1851941.4843345939,2042834.3698533138,1825666.3359529057,1906601.7059475293,1875672.2021983108,,1781119.7992230123,,,2163348.412528883,
